order_id,order_date,customer_id,customer_segment,pincode,product_id,product_name,category,brand,quantity,item_price,margin_percent,order_total,delivery_delay_minutes,distance_km,delivery_performance,rating,sentiment,feedback_category,stock_received,damaged_stock,usable_stock,damage_%,is_delayed_flag,negative_feedback_flag,gross_margin_value,distance_bucket
9135272808,2024-03-01 23:06:19,21701991,New,296322,952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",2,127.08,25,1454.36,-2,3.77,On Time,3,Neutral,App Experience,0,0,0,0.00%,0,0,363.59,3-4 km
597447215,2024-09-04 22:09:51,39957741,Inactive,883836,848226,Tomatoes,Fruits & Vegetables,Barad and Sons,1,209.59,25,4238.98,-5,3.05,On Time,4,Neutral,Customer Service,0,0,0,0.00%,0,0,1059.745,3-4 km
5562099656,2024-06-12 02:35:04,3872421,Premium,973220,440875,Baby Wipes,Baby Care,Loyal Inc,2,275.03,30,163.03,5,4.23,On Time,1,Negative,App Experience,3,2,1,66.67%,0,1,48.909,4-5 km
4122736828,2024-07-02 12:55:31,47590944,New,185673,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,1,154.5,20,2205.44,-3,2.49,On Time,3,Neutral,Delivery,4,0,4,0.00%,0,0,441.088,2-3 km
7238138072,2024-08-26 05:41:35,32929817,Regular,339447,679284,Cough Syrup,Pharmacy,Pant LLC,3,877.89,20,906.54,-5,2.2,On Time,1,Negative,Product Quality,0,0,0,0.00%,0,1,181.308,2-3 km
6244736404,2024-08-19 09:19:35,8791577,Regular,999631,613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",1,545,35,4248.04,10,0.66,Slightly Delayed,4,Positive,App Experience,3,0,3,0.00%,1,0,1486.814,0-1 km
1297341963,2024-07-28 21:44:40,70230254,New,377043,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",1,215.65,35,1516.81,-2,1.23,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,530.8835,1-2 km
3842442278,2024-10-27 02:43:39,89223620,Inactive,487205,567671,Biscuits,Snacks & Munchies,Nagar LLC,1,418.48,35,4144.84,-4,3.4,On Time,2,Negative,App Experience,0,0,0,0.00%,0,1,1450.694,3-4 km
9576684860,2023-04-28 20:05:38,9347990,Premium,16949,587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",2,801.81,20,1365.7,8,3.99,Slightly Delayed,5,Positive,Delivery,3,0,3,0.00%,1,0,273.14,3-4 km
1592757566,2024-07-17 15:09:40,78903046,Regular,481302,124290,Lotion,Personal Care,Sachdev Group,2,39.65,35,4787.67,20,2.61,Significantly Delayed,4,Neutral,App Experience,0,0,0,0.00%,1,0,1675.6845,2-3 km
5060677329,2024-03-29 08:13:16,68219091,Regular,443175,264803,Vitamins,Pharmacy,Gole-Doshi,3,995.98,20,903.53,15,3.19,Slightly Delayed,3,Negative,Delivery,3,2,1,66.67%,1,1,180.706,3-4 km
2241930006,2023-11-05 03:05:55,66943324,Premium,851838,26060,Vitamins,Pharmacy,Shah and Sons,3,342.94,20,2211.21,28,4.78,Significantly Delayed,1,Negative,Customer Service,0,0,0,0.00%,1,1,442.242,4-5 km
3246505078,2024-08-15 20:41:26,45481936,Premium,202068,677169,Cough Syrup,Pharmacy,Char-Divan,1,261.03,20,702.71,20,4.47,Significantly Delayed,4,Positive,Customer Service,3,0,3,0.00%,1,0,140.542,4-5 km
5870152806,2024-03-23 03:57:26,376144,Regular,627253,659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,1,319.34,20,171.2,-5,0.51,On Time,4,Positive,Product Quality,0,0,0,0.00%,0,0,34.24,0-1 km
8919999754,2023-12-07 13:24:38,8395610,Inactive,820741,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",3,215.65,35,2554.62,0,4.16,On Time,4,Neutral,Customer Service,3,0,3,0.00%,0,0,894.117,4-5 km
1080338783,2023-07-21 21:48:46,1601161,Inactive,562508,433521,Diapers,Baby Care,Mahal Group,2,321.33,30,2039.04,-1,2.6,On Time,5,Positive,App Experience,0,0,0,0.00%,0,0,611.712,2-3 km
4641905606,2024-09-18 04:06:11,40667183,New,428468,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3,877.98,35,3587.82,-3,3.24,On Time,3,Negative,Delivery,3,0,3,0.00%,0,1,1255.737,3-4 km
9456413999,2023-08-26 23:31:36,32019725,Premium,791364,839170,Curd,Dairy & Breakfast,Shetty and Sons,2,481.63,20,2572.64,2,2.21,On Time,4,Positive,Customer Service,0,0,0,0.00%,0,0,514.528,2-3 km
4764056827,2024-07-19 20:09:14,8025622,Regular,177515,767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",2,22.14,25,3063.23,11,1.87,Slightly Delayed,5,Positive,Delivery,0,0,0,0.00%,1,0,765.8075,1-2 km
5168057633,2024-07-11 01:35:53,45477575,Inactive,117423,272170,Ice Cream,Instant & Frozen Food,Purohit Group,2,140.8,40,4188.15,-3,3.82,On Time,5,Positive,App Experience,4,0,4,0.00%,0,0,1675.26,3-4 km
1442559656,2023-05-10 07:54:52,85074810,Regular,439383,240179,Cough Syrup,Pharmacy,Ram-Suri,2,90.56,20,2573.97,21,1.3,Significantly Delayed,1,Negative,Product Quality,4,0,4,0.00%,1,1,514.794,1-2 km
6590257283,2023-10-02 09:29:52,2058037,Inactive,493628,435929,Toilet Cleaner,Household Care,Memon Ltd,3,856.89,25,4030.26,2,3.29,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,1007.565,3-4 km
3429671763,2024-03-26 20:11:54,21481338,New,90749,473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",1,440.19,25,1168.51,19,3.56,Significantly Delayed,4,Neutral,Delivery,0,0,0,0.00%,1,0,292.1275,3-4 km
4750086089,2023-08-16 20:03:15,97259564,Premium,14378,563740,Chips,Snacks & Munchies,Mann-Kapadia,1,96.33,35,1896.06,8,1.14,Slightly Delayed,3,Neutral,Product Quality,0,0,0,0.00%,1,0,663.621,1-2 km
3204128006,2023-11-22 13:26:45,62323608,New,537361,41853,Curd,Dairy & Breakfast,Handa PLC,3,910.44,20,4361.59,13,0.62,Slightly Delayed,5,Positive,Product Quality,3,0,3,0.00%,1,0,872.318,0-1 km
3171917027,2024-03-31 08:18:11,55936462,New,622771,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",3,517.77,20,1179.35,0,0.87,On Time,1,Negative,App Experience,3,2,1,66.67%,0,1,235.87,0-1 km
8814047085,2023-04-10 10:34:09,68475914,Inactive,766236,764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2,612.04,15,972.69,-5,2.67,On Time,1,Negative,App Experience,3,2,1,66.67%,0,1,145.9035,2-3 km
1889723479,2024-06-24 07:55:26,5754255,Inactive,547754,317242,Pulses,Grocery & Staples,Rastogi Group,1,198.15,15,395.61,4,0.52,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,59.3415,0-1 km
942025494,2024-03-02 22:50:09,62679120,Regular,229431,888807,Bread,Dairy & Breakfast,Arya Group,3,230.58,20,4479.65,14,3,Slightly Delayed,4,Positive,Customer Service,3,0,3,0.00%,1,0,895.93,2-3 km
4104444500,2024-10-13 02:34:41,57526322,Premium,207296,807452,Pulses,Grocery & Staples,Naik Ltd,1,144.19,15,296.94,-2,4.02,On Time,5,Positive,App Experience,3,2,1,66.67%,0,0,44.541,4-5 km
7562260313,2024-03-23 02:19:57,13871547,Premium,626053,217710,Eggs,Dairy & Breakfast,Rout-Sarna,2,58.59,20,1246.62,2,4.56,On Time,2,Negative,Delivery,0,0,0,0.00%,0,1,249.324,4-5 km
7140244766,2023-08-06 14:21:46,86067293,Inactive,230889,942001,Cat Food,Pet Care,Acharya Ltd,1,671.55,35,310.87,-3,1.81,On Time,4,Positive,App Experience,3,0,3,0.00%,0,0,108.8045,1-2 km
7967974077,2024-07-06 06:00:25,45066676,Premium,469678,448752,Toilet Cleaner,Household Care,Batta-Doctor,3,160.07,25,3382.93,9,1.08,Slightly Delayed,4,Neutral,Customer Service,4,0,4,0.00%,1,0,845.7325,1-2 km
7456822422,2023-12-08 16:49:23,81822935,Regular,425857,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2,16.86,30,604.1,8,1.45,Slightly Delayed,4,Neutral,Customer Service,0,0,0,0.00%,1,0,181.23,1-2 km
4813468096,2024-02-10 04:00:20,34668988,Inactive,723012,516376,Onions,Fruits & Vegetables,Agarwal-Dhar,3,877.43,25,650.2,2,2.52,On Time,3,Neutral,Customer Service,3,0,3,0.00%,0,0,162.55,2-3 km
8618576020,2024-01-18 14:45:23,15484407,Premium,457519,382511,Butter,Dairy & Breakfast,Bora-Thakkar,1,702.54,20,1633.69,1,4.62,On Time,5,Positive,Product Quality,1,0,1,0.00%,0,0,326.738,4-5 km
3727646442,2023-07-21 16:05:58,12077371,Premium,368657,913428,Pet Treats,Pet Care,Narayanan-Kumar,3,392.22,35,1105.54,-1,1.11,On Time,2,Negative,App Experience,4,0,4,0.00%,0,1,386.939,1-2 km
9208156337,2024-09-23 10:09:54,39959491,Premium,734014,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,3,657.8,30,1685.01,0,1.92,On Time,2,Negative,Customer Service,0,0,0,0.00%,0,1,505.503,1-2 km
8328118787,2023-05-14 22:03:21,14839726,Regular,615732,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,3,154.5,20,3997.84,5,1.32,On Time,5,Positive,App Experience,4,0,4,0.00%,0,0,799.568,1-2 km
580528836,2023-10-20 10:17:06,91550885,New,96313,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,3,127.16,25,1485,29,0.53,Significantly Delayed,4,Neutral,Product Quality,0,0,0,0.00%,1,0,371.25,0-1 km
3350662630,2023-07-03 22:08:47,60620291,Regular,201870,927651,Baby Wipes,Baby Care,Narula Group,1,426.72,30,1279.7,-4,2.73,On Time,1,Negative,Product Quality,3,0,3,0.00%,0,1,383.91,2-3 km
6716381725,2023-05-05 11:01:58,19682060,Inactive,273810,328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,1,858.57,30,3647.45,14,3.48,Slightly Delayed,4,Neutral,Product Quality,0,0,0,0.00%,1,0,1094.235,3-4 km
2249567137,2024-04-06 10:05:47,20298398,New,278627,897083,Detergent,Household Care,Dutta-Halder,3,972.69,25,3407.26,1,1.4,On Time,2,Negative,Customer Service,0,0,0,0.00%,0,1,851.815,1-2 km
7484465509,2024-09-27 19:15:45,73393269,Regular,857535,706112,Vitamins,Pharmacy,"Magar, Gara and Garg",3,478.79,20,1060.95,-4,2.84,On Time,1,Negative,Customer Service,3,0,3,0.00%,0,1,212.19,2-3 km
2577208156,2024-10-08 07:09:12,86995126,New,924849,615545,Soap,Personal Care,Barman Inc,1,448.16,35,1948.9,7,0.86,Slightly Delayed,3,Negative,Product Quality,4,0,4,0.00%,1,1,682.115,0-1 km
3321905621,2024-10-19 19:54:37,37759707,Premium,626543,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",3,576.22,25,3909.99,5,4.53,On Time,2,Negative,Product Quality,0,0,0,0.00%,0,1,977.4975,4-5 km
6686839282,2023-07-24 09:30:56,71615827,Premium,346706,726958,Cat Food,Pet Care,Doctor-Patla,2,887.48,35,2657.17,9,3.16,Slightly Delayed,3,Negative,Customer Service,0,0,0,0.00%,1,1,930.0095,3-4 km
5095558661,2023-05-06 13:12:43,70220141,Premium,988097,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",3,827.44,30,109.03,3,3.7,On Time,1,Negative,Product Quality,4,0,4,0.00%,0,1,32.709,3-4 km
112658009,2023-07-11 17:41:34,35144658,Premium,256023,604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",1,397.55,25,3834.36,-3,4.54,On Time,3,Neutral,App Experience,1,0,1,0.00%,0,0,958.59,4-5 km
1343610513,2023-07-17 13:42:50,18113428,Regular,803574,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,2,475.04,40,638.38,8,1.57,Slightly Delayed,1,Negative,Customer Service,3,0,3,0.00%,1,1,255.352,1-2 km
7190610535,2024-03-22 07:19:34,59094034,Regular,513907,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,3,263.7,35,2414.68,-4,3.79,On Time,3,Neutral,Delivery,3,2,1,66.67%,0,0,845.138,3-4 km
5069426001,2024-01-13 01:45:41,31940833,New,452880,41853,Curd,Dairy & Breakfast,Handa PLC,1,910.44,20,3099.29,1,4.78,On Time,3,Neutral,Delivery,3,0,3,0.00%,0,0,619.858,4-5 km
5655369002,2023-08-25 10:12:03,19091057,Regular,471587,6405,Baby Food,Baby Care,Kashyap-Reddy,2,236.51,30,114.52,0,1.89,On Time,2,Negative,Delivery,4,0,4,0.00%,0,1,34.356,1-2 km
5761530160,2024-02-23 18:32:21,84824280,Inactive,989821,349294,Onions,Fruits & Vegetables,Ganesan Ltd,1,934.75,25,876.11,15,2.31,Slightly Delayed,3,Neutral,Delivery,0,0,0,0.00%,1,0,219.0275,2-3 km
4772519706,2023-03-28 08:47:18,17106161,Inactive,758004,257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,1,281.73,20,2184.02,-1,2.96,On Time,4,Positive,Product Quality,4,0,4,0.00%,0,0,436.804,2-3 km
8209051735,2024-02-13 22:25:18,69416782,Regular,48895,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",3,936.98,25,1887.19,0,3.48,On Time,3,Neutral,Customer Service,3,2,1,66.67%,0,0,471.7975,3-4 km
4870391666,2024-03-23 20:30:02,80935110,Regular,983869,324809,Bread,Dairy & Breakfast,Sidhu PLC,1,608,20,738.74,2,4.36,On Time,4,Positive,App Experience,3,0,3,0.00%,0,0,147.748,4-5 km
7777975083,2024-06-24 17:49:10,92098757,New,773475,684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1,727.95,35,4419.96,29,2.56,Significantly Delayed,4,Positive,Delivery,4,0,4,0.00%,1,0,1546.986,2-3 km
8713948756,2023-11-16 00:05:39,65514005,Regular,615240,837480,Cough Syrup,Pharmacy,Edwin and Sons,2,217.4,20,383.2,19,3.45,Significantly Delayed,4,Neutral,Product Quality,0,0,0,0.00%,1,0,76.64,3-4 km
6191050157,2023-05-11 20:36:55,90021871,Regular,326796,365133,Dish Soap,Household Care,Hans Inc,3,915.45,25,1893.34,5,2.74,On Time,4,Neutral,Product Quality,3,0,3,0.00%,0,0,473.335,2-3 km
4060449266,2024-03-09 00:27:33,1771249,New,348054,953175,Baby Food,Baby Care,Sehgal-Nagarajan,1,225.21,30,2399.6,4,4.42,On Time,5,Positive,Customer Service,3,0,3,0.00%,0,0,719.88,4-5 km
5657605506,2024-05-30 20:18:11,63402854,New,393814,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,3,568.94,15,697.88,-1,3.88,On Time,3,Negative,Product Quality,0,0,0,0.00%,0,1,104.682,3-4 km
8851743592,2024-02-13 12:03:52,70608515,Inactive,962036,385113,Lotion,Personal Care,"Sampath, Mane and Mody",1,816.38,35,2618.87,-4,2.89,On Time,4,Neutral,Product Quality,4,0,4,0.00%,0,0,916.6045,2-3 km
4689717606,2023-07-05 07:24:52,91791128,Regular,48642,473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",1,440.19,25,2392.67,0,2.84,On Time,4,Neutral,Delivery,0,0,0,0.00%,0,0,598.1675,2-3 km
2860246948,2024-09-25 22:16:59,8791577,Regular,999631,859361,Shampoo,Personal Care,Mitter Group,1,432.39,35,1613.57,29,1.18,Significantly Delayed,3,Neutral,Product Quality,0,0,0,0.00%,1,0,564.7495,1-2 km
2875550803,2024-02-28 14:00:15,40387944,Regular,373298,366066,Soap,Personal Care,Mandal LLC,3,918.58,35,1776.32,-1,2.92,On Time,1,Negative,App Experience,0,0,0,0.00%,0,1,621.712,2-3 km
5340575011,2023-09-28 19:00:26,77015367,Regular,58142,6405,Baby Food,Baby Care,Kashyap-Reddy,2,236.51,30,2307.65,3,0.68,On Time,5,Positive,Delivery,4,0,4,0.00%,0,0,692.295,0-1 km
7717156533,2023-04-04 05:01:24,18791381,Premium,585239,820973,Baby Wipes,Baby Care,Lall LLC,1,114.52,30,3043.92,4,4.13,On Time,4,Positive,App Experience,3,2,1,66.67%,0,0,913.176,4-5 km
8297255359,2023-06-26 16:35:06,56764791,Regular,876143,354409,Pulses,Grocery & Staples,Bose-Pandit,1,325.08,15,2172.56,3,1.36,On Time,4,Positive,Product Quality,1,0,1,0.00%,0,0,325.884,1-2 km
7873234939,2024-09-10 22:33:39,31923338,New,838368,367391,Baby Wipes,Baby Care,Talwar and Sons,1,939.55,30,816.38,6,4.38,Slightly Delayed,3,Negative,Delivery,0,0,0,0.00%,1,1,244.914,4-5 km
3668515922,2023-08-23 14:13:44,22321208,Regular,740752,328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,3,858.57,30,4229.93,14,1.86,Slightly Delayed,3,Neutral,App Experience,0,0,0,0.00%,1,0,1268.979,1-2 km
8356690330,2023-07-15 18:05:56,88324928,Regular,137999,566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",2,87.3,20,3316.63,-4,0.86,On Time,4,Neutral,App Experience,4,0,4,0.00%,0,0,663.326,0-1 km
3508620293,2023-08-03 20:45:13,40277444,New,401259,991434,Cookies,Snacks & Munchies,Mital-Oza,1,237.62,35,4855.95,0,1.6,On Time,1,Negative,Product Quality,0,0,0,0.00%,0,1,1699.5825,1-2 km
9998297778,2023-09-22 17:07:28,7728406,Inactive,684048,709916,Detergent,Household Care,Varkey LLC,3,33.76,25,2833.2,1,4.71,On Time,3,Neutral,Customer Service,0,0,0,0.00%,0,0,708.3,4-5 km
3898421710,2023-08-31 06:53:03,78750264,Inactive,192232,187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,2,53.49,40,461.74,6,4.58,Slightly Delayed,3,Negative,Product Quality,3,2,1,66.67%,1,1,184.696,4-5 km
3960980694,2024-06-21 22:46:59,52417972,New,51637,927651,Baby Wipes,Baby Care,Narula Group,1,426.72,30,369.28,11,1.33,Slightly Delayed,5,Positive,Customer Service,3,0,3,0.00%,1,0,110.784,1-2 km
5008395294,2023-12-22 09:09:45,1108176,Premium,902052,131136,Salt,Grocery & Staples,Deshpande-Rama,3,37.8,15,845.68,19,2.33,Significantly Delayed,3,Negative,Customer Service,0,0,0,0.00%,1,1,126.852,2-3 km
3722869004,2023-07-20 05:40:36,66140659,Premium,15696,337168,Eggs,Dairy & Breakfast,Dasgupta PLC,3,545.49,20,3268.53,2,4.82,On Time,4,Neutral,Product Quality,4,0,4,0.00%,0,0,653.706,4-5 km
8391555591,2023-08-25 07:00:51,14006996,Inactive,998569,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",1,622.81,15,3933.27,16,4.15,Significantly Delayed,5,Positive,Product Quality,3,0,3,0.00%,1,0,589.9905,4-5 km
8063730776,2024-09-21 20:01:23,95912198,Inactive,543627,196719,Bananas,Fruits & Vegetables,Yogi Group,3,217.5,25,2925.94,-2,2.05,On Time,1,Negative,Product Quality,4,2,2,50.00%,0,1,731.485,2-3 km
9052752169,2024-01-11 01:46:07,62510499,Premium,711088,114414,Vitamins,Pharmacy,Kara-Golla,2,832.06,20,1083.52,5,0.58,On Time,1,Negative,Customer Service,3,0,3,0.00%,0,1,216.704,0-1 km
7471416647,2023-03-29 15:39:40,75566105,Regular,871594,927651,Baby Wipes,Baby Care,Narula Group,2,426.72,30,2163.7,7,3.97,Slightly Delayed,4,Neutral,Product Quality,3,0,3,0.00%,1,0,649.11,3-4 km
848332407,2024-04-22 08:52:55,376144,Regular,627253,555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",2,354.91,25,1700.08,-2,2.38,On Time,4,Neutral,Delivery,1,1,0,100.00%,0,0,425.02,2-3 km
4062701987,2023-12-18 04:18:37,8383197,New,621192,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,1,912.29,30,979.99,-5,4.44,On Time,4,Positive,Product Quality,1,0,1,0.00%,0,0,293.997,4-5 km
8723912832,2024-01-19 09:40:56,94552818,Inactive,862794,455755,Detergent,Household Care,Mangal-Sathe,3,44.09,25,361.98,3,4.96,On Time,5,Positive,Product Quality,3,2,1,66.67%,0,0,90.495,4-5 km
9099298435,2024-02-22 10:18:09,2233446,New,125919,89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",3,598.83,20,1327.61,-1,3.41,On Time,4,Neutral,App Experience,1,0,1,0.00%,0,0,265.522,3-4 km
5645691241,2023-12-10 07:21:34,3786105,New,288478,77308,Onions,Fruits & Vegetables,Ratta-Sagar,2,223.27,25,2970,9,4.73,Slightly Delayed,2,Negative,Delivery,1,0,1,0.00%,1,1,742.5,4-5 km
8258019846,2024-01-24 17:43:28,61024977,New,509584,734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",1,395.82,35,1705.98,4,3.26,On Time,2,Negative,Product Quality,1,0,1,0.00%,0,1,597.093,3-4 km
2732162016,2023-05-27 09:57:51,99361865,New,172106,305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,3,979.99,40,2111.24,3,4.58,On Time,3,Negative,Customer Service,0,0,0,0.00%,0,1,844.496,4-5 km
1561902412,2023-06-08 19:42:33,91448742,Regular,13029,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,1,738.46,30,3412.02,1,4.92,On Time,3,Negative,Customer Service,0,0,0,0.00%,0,1,1023.606,4-5 km
8979476889,2023-06-06 22:26:51,49970560,Regular,787564,256051,Lotion,Personal Care,"Mannan, Naidu and Sama",3,400.92,35,169.88,1,0.91,On Time,4,Neutral,Customer Service,0,0,0,0.00%,0,0,59.458,0-1 km
8373953053,2024-10-25 21:54:38,46515922,Regular,793626,679284,Cough Syrup,Pharmacy,Pant LLC,3,877.89,20,3639.83,15,3.09,Slightly Delayed,3,Negative,Customer Service,0,0,0,0.00%,1,1,727.966,3-4 km
7021309133,2024-08-06 13:41:46,59353207,Inactive,89328,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,20,468.88,8,1.59,Slightly Delayed,3,Neutral,App Experience,4,0,4,0.00%,1,0,93.776,1-2 km
3447085029,2023-04-25 04:28:16,188838,Inactive,566155,337168,Eggs,Dairy & Breakfast,Dasgupta PLC,2,545.49,20,4065.16,3,1.19,On Time,3,Neutral,App Experience,4,0,4,0.00%,0,0,813.032,1-2 km
9284767341,2024-03-04 14:28:23,82160592,New,741410,470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,1,827.77,40,940.44,-1,1.41,On Time,4,Positive,Customer Service,0,0,0,0.00%,0,0,376.176,1-2 km
9770431940,2024-06-06 23:04:27,86715467,Inactive,455609,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,2,738.46,30,3392.19,-5,3.72,On Time,3,Neutral,Customer Service,0,0,0,0.00%,0,0,1017.657,3-4 km
9650124390,2024-04-24 15:27:40,46717997,New,789057,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,2,785.67,20,4409.61,-4,0.56,On Time,4,Neutral,Customer Service,4,0,4,0.00%,0,0,881.922,0-1 km
9826894858,2024-06-21 12:59:40,67386193,Regular,488313,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,2,657.8,30,1788.3,4,4.28,On Time,3,Neutral,Delivery,0,0,0,0.00%,0,0,536.49,4-5 km
4466839873,2023-12-09 07:05:48,8361353,New,528702,77308,Onions,Fruits & Vegetables,Ratta-Sagar,1,223.27,25,2840.84,3,2.21,On Time,4,Positive,Customer Service,1,0,1,0.00%,0,0,710.21,2-3 km
4331471900,2024-07-20 08:44:16,59094034,Regular,513907,762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",2,690.08,35,2476.97,10,3.97,Slightly Delayed,2,Negative,Product Quality,0,0,0,0.00%,1,1,866.9395,3-4 km
5777824005,2023-03-22 23:08:39,73428596,Inactive,530738,945635,Pulses,Grocery & Staples,Balasubramanian PLC,2,778.9,15,4469.56,-5,2.8,On Time,4,Neutral,Product Quality,0,0,0,0.00%,0,0,670.434,2-3 km
8795242622,2023-03-26 04:13:28,90246977,Premium,720144,33797,Pain Reliever,Pharmacy,Gaba LLC,3,888.12,20,2861.87,-4,3.8,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,572.374,3-4 km
8561878376,2024-01-29 07:22:42,12272282,Regular,555117,555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",3,354.91,25,2729.1,3,0.99,On Time,4,Neutral,App Experience,1,1,0,100.00%,0,0,682.275,0-1 km
2113243643,2023-12-17 10:59:50,66269844,Premium,818957,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",3,622.81,15,568.74,0,2.8,On Time,4,Neutral,App Experience,3,0,3,0.00%,0,0,85.311,2-3 km
8497820340,2023-11-16 18:11:42,90586029,Regular,792664,327290,Sugar,Grocery & Staples,Nadkarni Inc,2,862.28,15,5163.37,2,1.08,On Time,4,Neutral,App Experience,1,0,1,0.00%,0,0,774.5055,1-2 km
3167184563,2023-09-07 17:16:42,43860025,Regular,394614,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,1,211.25,20,3939.74,4,1.15,On Time,3,Neutral,App Experience,0,0,0,0.00%,0,0,787.948,1-2 km
9997121955,2024-04-21 00:03:15,46623192,New,232354,739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",2,994.56,25,1756.4,-3,2.37,On Time,5,Positive,App Experience,0,0,0,0.00%,0,0,439.1,2-3 km
2954397481,2024-01-31 10:54:45,93318833,New,920281,272170,Ice Cream,Instant & Frozen Food,Purohit Group,1,140.8,40,1120.6,2,2.94,On Time,1,Negative,Product Quality,4,2,2,50.00%,0,1,448.24,2-3 km
8125884987,2024-05-03 01:00:23,31718565,Regular,16828,764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",3,612.04,15,2008.1,3,2.74,On Time,3,Negative,Product Quality,3,0,3,0.00%,0,1,301.215,2-3 km
3765873352,2024-10-16 15:56:16,48418662,Premium,124809,365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,3,229.38,40,1976.63,4,2.25,On Time,4,Positive,App Experience,3,0,3,0.00%,0,0,790.652,2-3 km
7733310993,2023-03-31 09:44:22,10562528,Premium,579690,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",1,576.22,25,1253.38,12,4.55,Slightly Delayed,3,Negative,App Experience,0,0,0,0.00%,1,1,313.345,4-5 km
738093341,2024-03-17 06:44:48,30823988,Premium,787767,257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,2,281.73,20,686.4,30,4.73,Significantly Delayed,4,Neutral,Delivery,4,0,4,0.00%,1,0,137.28,4-5 km
1837574319,2024-06-19 06:16:01,24821281,Regular,618702,851978,Vitamins,Pharmacy,Parsa-Bala,3,715.72,20,959.01,18,1.22,Significantly Delayed,4,Positive,Delivery,3,0,3,0.00%,1,0,191.802,1-2 km
2468420564,2023-06-30 16:02:02,92027021,Inactive,61391,365133,Dish Soap,Household Care,Hans Inc,2,915.45,25,5123.33,28,2.91,Significantly Delayed,1,Negative,Product Quality,3,0,3,0.00%,1,1,1280.8325,2-3 km
5368005763,2024-07-30 05:38:00,84824280,Inactive,989821,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2,577.13,20,1330.83,-5,4.25,On Time,3,Negative,App Experience,1,0,1,0.00%,0,1,266.166,4-5 km
3823949592,2023-04-13 23:05:51,1683786,Regular,775942,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2,946.86,25,2722.55,-5,1.48,On Time,3,Negative,Customer Service,4,0,4,0.00%,0,1,680.6375,1-2 km
